areaCode,areaName,areaType,date,hospitalCases,newAdmissions
E40000008,Midlands,nhsRegion,2020-08-27,143,13
E40000008,Midlands,nhsRegion,2020-08-26,140,12
E40000008,Midlands,nhsRegion,2020-08-25,147,12
E40000008,Midlands,nhsRegion,2020-08-24,148,8
E40000008,Midlands,nhsRegion,2020-08-23,149,9
E40000008,Midlands,nhsRegion,2020-08-22,146,9
E40000008,Midlands,nhsRegion,2020-08-21,138,10
E40000008,Midlands,nhsRegion,2020-08-20,145,12
E40000008,Midlands,nhsRegion,2020-08-19,156,9
E40000008,Midlands,nhsRegion,2020-08-18,160,15
E40000008,Midlands,nhsRegion,2020-08-17,157,14
E40000008,Midlands,nhsRegion,2020-08-16,146,11
E40000008,Midlands,nhsRegion,2020-08-15,141,15
E40000008,Midlands,nhsRegion,2020-08-14,141,13
E40000008,Midlands,nhsRegion,2020-08-13,150,16
E40000008,Midlands,nhsRegion,2020-08-12,148,6
E40000008,Midlands,nhsRegion,2020-08-11,154,6
E40000008,Midlands,nhsRegion,2020-08-10,160,4
E40000008,Midlands,nhsRegion,2020-08-09,101,12
E40000008,Midlands,nhsRegion,2020-08-08,96,12
E40000008,Midlands,nhsRegion,2020-08-07,178,5
E40000008,Midlands,nhsRegion,2020-08-06,179,8
E40000008,Midlands,nhsRegion,2020-08-05,181,12
E40000008,Midlands,nhsRegion,2020-08-04,182,8
E40000008,Midlands,nhsRegion,2020-08-03,206,13
E40000008,Midlands,nhsRegion,2020-08-02,194,5
E40000008,Midlands,nhsRegion,2020-08-01,216,8
E40000008,Midlands,nhsRegion,2020-07-31,199,11
E40000008,Midlands,nhsRegion,2020-07-30,196,15
E40000008,Midlands,nhsRegion,2020-07-29,207,14
E40000008,Midlands,nhsRegion,2020-07-28,220,15
E40000008,Midlands,nhsRegion,2020-07-27,220,8
E40000008,Midlands,nhsRegion,2020-07-26,210,12
E40000008,Midlands,nhsRegion,2020-07-25,214,12
E40000008,Midlands,nhsRegion,2020-07-24,228,15
E40000008,Midlands,nhsRegion,2020-07-23,238,22
E40000008,Midlands,nhsRegion,2020-07-22,271,13
E40000008,Midlands,nhsRegion,2020-07-21,277,20
E40000008,Midlands,nhsRegion,2020-07-20,274,22
E40000008,Midlands,nhsRegion,2020-07-19,274,11
E40000008,Midlands,nhsRegion,2020-07-18,275,7
E40000008,Midlands,nhsRegion,2020-07-17,288,11
E40000008,Midlands,nhsRegion,2020-07-16,289,16
E40000008,Midlands,nhsRegion,2020-07-15,326,16
E40000008,Midlands,nhsRegion,2020-07-14,313,21
E40000008,Midlands,nhsRegion,2020-07-13,338,24
E40000008,Midlands,nhsRegion,2020-07-12,339,14
E40000008,Midlands,nhsRegion,2020-07-11,386,15
E40000008,Midlands,nhsRegion,2020-07-10,375,16
E40000008,Midlands,nhsRegion,2020-07-09,389,25
E40000008,Midlands,nhsRegion,2020-07-08,440,29
E40000008,Midlands,nhsRegion,2020-07-07,472,27
E40000008,Midlands,nhsRegion,2020-07-06,501,31
E40000008,Midlands,nhsRegion,2020-07-05,497,25
E40000008,Midlands,nhsRegion,2020-07-04,512,19
E40000008,Midlands,nhsRegion,2020-07-03,518,37
E40000008,Midlands,nhsRegion,2020-07-02,580,31
E40000008,Midlands,nhsRegion,2020-07-01,608,42
E40000008,Midlands,nhsRegion,2020-06-30,631,44
E40000008,Midlands,nhsRegion,2020-06-29,645,41
E40000008,Midlands,nhsRegion,2020-06-28,663,29
E40000008,Midlands,nhsRegion,2020-06-27,665,42
E40000008,Midlands,nhsRegion,2020-06-26,648,60
E40000008,Midlands,nhsRegion,2020-06-25,716,39
E40000008,Midlands,nhsRegion,2020-06-24,741,55
E40000008,Midlands,nhsRegion,2020-06-23,768,59
E40000008,Midlands,nhsRegion,2020-06-22,809,55
E40000008,Midlands,nhsRegion,2020-06-21,812,61
E40000008,Midlands,nhsRegion,2020-06-20,825,42
E40000008,Midlands,nhsRegion,2020-06-19,837,54
E40000008,Midlands,nhsRegion,2020-06-18,899,66
E40000008,Midlands,nhsRegion,2020-06-17,915,66
E40000008,Midlands,nhsRegion,2020-06-16,953,72
E40000008,Midlands,nhsRegion,2020-06-15,958,78
E40000008,Midlands,nhsRegion,2020-06-14,960,72
E40000008,Midlands,nhsRegion,2020-06-13,945,73
E40000008,Midlands,nhsRegion,2020-06-12,966,69
E40000008,Midlands,nhsRegion,2020-06-11,949,76
E40000008,Midlands,nhsRegion,2020-06-10,1011,105
E40000008,Midlands,nhsRegion,2020-06-09,1042,103
E40000008,Midlands,nhsRegion,2020-06-08,1056,86
E40000008,Midlands,nhsRegion,2020-06-07,1054,65
E40000008,Midlands,nhsRegion,2020-06-06,1071,51
E40000008,Midlands,nhsRegion,2020-06-05,1107,70
E40000008,Midlands,nhsRegion,2020-06-04,1154,94
E40000008,Midlands,nhsRegion,2020-06-03,1153,112
E40000008,Midlands,nhsRegion,2020-06-02,1234,126
E40000008,Midlands,nhsRegion,2020-06-01,1273,94
E40000008,Midlands,nhsRegion,2020-05-31,1252,102
E40000008,Midlands,nhsRegion,2020-05-30,1247,116
E40000008,Midlands,nhsRegion,2020-05-29,1312,112
E40000008,Midlands,nhsRegion,2020-05-28,1359,114
E40000008,Midlands,nhsRegion,2020-05-27,1418,126
E40000008,Midlands,nhsRegion,2020-05-26,1624,118
E40000008,Midlands,nhsRegion,2020-05-25,1685,92
E40000008,Midlands,nhsRegion,2020-05-24,1644,90
E40000008,Midlands,nhsRegion,2020-05-23,1620,113
E40000008,Midlands,nhsRegion,2020-05-22,1706,120
E40000008,Midlands,nhsRegion,2020-05-21,1733,133
E40000008,Midlands,nhsRegion,2020-05-20,1763,149
E40000008,Midlands,nhsRegion,2020-05-19,1811,157
E40000008,Midlands,nhsRegion,2020-05-18,1820,154
E40000008,Midlands,nhsRegion,2020-05-17,1809,152
E40000008,Midlands,nhsRegion,2020-05-16,1747,143
E40000008,Midlands,nhsRegion,2020-05-15,1776,172
E40000008,Midlands,nhsRegion,2020-05-14,1833,143
E40000008,Midlands,nhsRegion,2020-05-13,1879,148
E40000008,Midlands,nhsRegion,2020-05-12,1869,160
E40000008,Midlands,nhsRegion,2020-05-11,1915,165
E40000008,Midlands,nhsRegion,2020-05-10,1889,124
E40000008,Midlands,nhsRegion,2020-05-09,1921,159
E40000008,Midlands,nhsRegion,2020-05-08,1917,157
E40000008,Midlands,nhsRegion,2020-05-07,1976,167
E40000008,Midlands,nhsRegion,2020-05-06,2070,201
E40000008,Midlands,nhsRegion,2020-05-05,2100,184
E40000008,Midlands,nhsRegion,2020-05-04,2154,228
E40000008,Midlands,nhsRegion,2020-05-03,2161,142
E40000008,Midlands,nhsRegion,2020-05-02,2198,151
E40000008,Midlands,nhsRegion,2020-05-01,2219,199
E40000008,Midlands,nhsRegion,2020-04-30,2308,206
E40000008,Midlands,nhsRegion,2020-04-29,2318,223
E40000008,Midlands,nhsRegion,2020-04-28,2435,220
E40000008,Midlands,nhsRegion,2020-04-27,2542,206
E40000008,Midlands,nhsRegion,2020-04-26,2549,210
E40000008,Midlands,nhsRegion,2020-04-25,2368,187
E40000008,Midlands,nhsRegion,2020-04-24,2558,204
E40000008,Midlands,nhsRegion,2020-04-23,2722,221
E40000008,Midlands,nhsRegion,2020-04-22,2755,218
E40000008,Midlands,nhsRegion,2020-04-21,2845,259
E40000008,Midlands,nhsRegion,2020-04-20,2843,280
E40000008,Midlands,nhsRegion,2020-04-19,2883,281
E40000008,Midlands,nhsRegion,2020-04-18,2894,229
E40000008,Midlands,nhsRegion,2020-04-17,2815,291
E40000008,Midlands,nhsRegion,2020-04-16,3095,283
E40000008,Midlands,nhsRegion,2020-04-15,3101,242
E40000008,Midlands,nhsRegion,2020-04-14,3345,359
E40000008,Midlands,nhsRegion,2020-04-13,3316,333
E40000008,Midlands,nhsRegion,2020-04-12,3430,303
E40000008,Midlands,nhsRegion,2020-04-11,3396,335
E40000008,Midlands,nhsRegion,2020-04-10,3414,379
E40000008,Midlands,nhsRegion,2020-04-09,3271,374
E40000008,Midlands,nhsRegion,2020-04-08,3315,536
E40000008,Midlands,nhsRegion,2020-04-07,3328,532
E40000008,Midlands,nhsRegion,2020-04-06,3250,439
E40000008,Midlands,nhsRegion,2020-04-05,3091,489
E40000008,Midlands,nhsRegion,2020-04-04,2925,559
E40000008,Midlands,nhsRegion,2020-04-03,2682,451
E40000008,Midlands,nhsRegion,2020-04-02,1851,582
E40000008,Midlands,nhsRegion,2020-04-01,2192,776
E40000008,Midlands,nhsRegion,2020-03-31,1952,594
E40000008,Midlands,nhsRegion,2020-03-30,1833,581
E40000008,Midlands,nhsRegion,2020-03-29,1330,481
E40000008,Midlands,nhsRegion,2020-03-28,1138,350
E40000008,Midlands,nhsRegion,2020-03-27,1064,404
E40000008,Midlands,nhsRegion,2020-03-26,970,356
E40000008,Midlands,nhsRegion,2020-03-25,691,422
E40000008,Midlands,nhsRegion,2020-03-24,584,329
E40000008,Midlands,nhsRegion,2020-03-23,438,208
E40000008,Midlands,nhsRegion,2020-03-22,382,192
E40000008,Midlands,nhsRegion,2020-03-21,279,151
E40000008,Midlands,nhsRegion,2020-03-20,218,164
E40000008,Midlands,nhsRegion,2020-03-19,,96
E40000009,North East and Yorkshire,nhsRegion,2021-06-23,177,
E40000009,North East and Yorkshire,nhsRegion,2021-06-22,187,
E40000009,North East and Yorkshire,nhsRegion,2021-06-21,175,36
E40000009,North East and Yorkshire,nhsRegion,2021-06-20,185,35
E40000009,North East and Yorkshire,nhsRegion,2021-06-19,163,28
E40000009,North East and Yorkshire,nhsRegion,2021-06-18,149,39
E40000009,North East and Yorkshire,nhsRegion,2021-06-17,129,40
E40000009,North East and Yorkshire,nhsRegion,2021-06-16,124,34
E40000009,North East and Yorkshire,nhsRegion,2021-06-15,126,21
E40000009,North East and Yorkshire,nhsRegion,2021-06-14,111,25
E40000009,North East and Yorkshire,nhsRegion,2021-06-13,98,32
E40000009,North East and Yorkshire,nhsRegion,2021-06-12,106,12
E40000009,North East and Yorkshire,nhsRegion,2021-06-11,101,20
E40000009,North East and Yorkshire,nhsRegion,2021-06-10,99,18
E40000009,North East and Yorkshire,nhsRegion,2021-06-09,99,23
E40000009,North East and Yorkshire,nhsRegion,2021-06-08,101,18
E40000009,North East and Yorkshire,nhsRegion,2021-06-07,98,25
E40000009,North East and Yorkshire,nhsRegion,2021-06-06,84,16
E40000009,North East and Yorkshire,nhsRegion,2021-06-05,80,7
E40000009,North East and Yorkshire,nhsRegion,2021-06-04,90,15
E40000009,North East and Yorkshire,nhsRegion,2021-06-03,96,12
E40000009,North East and Yorkshire,nhsRegion,2021-06-02,101,13
E40000009,North East and Yorkshire,nhsRegion,2021-06-01,92,17
E40000009,North East and Yorkshire,nhsRegion,2021-05-31,98,22
E40000009,North East and Yorkshire,nhsRegion,2021-05-30,101,12
E40000009,North East and Yorkshire,nhsRegion,2021-05-29,97,11
E40000009,North East and Yorkshire,nhsRegion,2021-05-28,96,16
E40000009,North East and Yorkshire,nhsRegion,2021-05-27,92,11
E40000009,North East and Yorkshire,nhsRegion,2021-05-26,94,13
E40000009,North East and Yorkshire,nhsRegion,2021-05-25,98,11
E40000009,North East and Yorkshire,nhsRegion,2021-05-24,108,15
E40000009,North East and Yorkshire,nhsRegion,2021-05-23,105,15
E40000009,North East and Yorkshire,nhsRegion,2021-05-22,94,17
E40000009,North East and Yorkshire,nhsRegion,2021-05-21,107,14
E40000009,North East and Yorkshire,nhsRegion,2021-05-20,104,11
E40000009,North East and Yorkshire,nhsRegion,2021-05-19,112,21
E40000009,North East and Yorkshire,nhsRegion,2021-05-18,108,7
E40000009,North East and Yorkshire,nhsRegion,2021-05-17,110,11
E40000009,North East and Yorkshire,nhsRegion,2021-05-16,116,7
E40000009,North East and Yorkshire,nhsRegion,2021-05-15,126,10
E40000009,North East and Yorkshire,nhsRegion,2021-05-14,129,16
E40000009,North East and Yorkshire,nhsRegion,2021-05-13,132,9
E40000009,North East and Yorkshire,nhsRegion,2021-05-12,149,25
E40000009,North East and Yorkshire,nhsRegion,2021-05-11,140,13
E40000009,North East and Yorkshire,nhsRegion,2021-05-10,146,8
E40000009,North East and Yorkshire,nhsRegion,2021-05-09,151,11
E40000009,North East and Yorkshire,nhsRegion,2021-05-08,155,18
E40000009,North East and Yorkshire,nhsRegion,2021-05-07,160,14
E40000009,North East and Yorkshire,nhsRegion,2021-05-06,156,26
E40000009,North East and Yorkshire,nhsRegion,2021-05-05,160,15
E40000009,North East and Yorkshire,nhsRegion,2021-05-04,171,18
E40000009,North East and Yorkshire,nhsRegion,2021-05-03,167,21
E40000009,North East and Yorkshire,nhsRegion,2021-05-02,168,26
E40000009,North East and Yorkshire,nhsRegion,2021-05-01,167,12
E40000009,North East and Yorkshire,nhsRegion,2021-04-30,170,20
E40000009,North East and Yorkshire,nhsRegion,2021-04-29,180,21
E40000009,North East and Yorkshire,nhsRegion,2021-04-28,194,13
E40000009,North East and Yorkshire,nhsRegion,2021-04-27,194,26
E40000009,North East and Yorkshire,nhsRegion,2021-04-26,219,17
E40000009,North East and Yorkshire,nhsRegion,2021-04-25,213,19
E40000009,North East and Yorkshire,nhsRegion,2021-04-24,208,21
E40000009,North East and Yorkshire,nhsRegion,2021-04-23,222,27
E40000009,North East and Yorkshire,nhsRegion,2021-04-22,243,8
E40000009,North East and Yorkshire,nhsRegion,2021-04-21,253,18
E40000009,North East and Yorkshire,nhsRegion,2021-04-20,270,25
E40000009,North East and Yorkshire,nhsRegion,2021-04-19,295,36
E40000009,North East and Yorkshire,nhsRegion,2021-04-18,273,20
E40000009,North East and Yorkshire,nhsRegion,2021-04-17,282,32
E40000009,North East and Yorkshire,nhsRegion,2021-04-16,314,20
E40000009,North East and Yorkshire,nhsRegion,2021-04-15,338,25
E40000009,North East and Yorkshire,nhsRegion,2021-04-14,348,40
E40000009,North East and Yorkshire,nhsRegion,2021-04-13,366,35
E40000009,North East and Yorkshire,nhsRegion,2021-04-12,399,37
E40000009,North East and Yorkshire,nhsRegion,2021-04-11,391,52
E40000009,North East and Yorkshire,nhsRegion,2021-04-10,435,43
E40000009,North East and Yorkshire,nhsRegion,2021-04-09,429,41
E40000009,North East and Yorkshire,nhsRegion,2021-04-08,437,39
E40000009,North East and Yorkshire,nhsRegion,2021-04-07,454,48
E40000009,North East and Yorkshire,nhsRegion,2021-04-06,476,42
E40000009,North East and Yorkshire,nhsRegion,2021-04-05,478,49
E40000009,North East and Yorkshire,nhsRegion,2021-04-04,473,34
E40000009,North East and Yorkshire,nhsRegion,2021-04-03,477,42
E40000009,North East and Yorkshire,nhsRegion,2021-04-02,502,41
E40000009,North East and Yorkshire,nhsRegion,2021-04-01,498,45
E40000009,North East and Yorkshire,nhsRegion,2021-03-31,514,62
E40000009,North East and Yorkshire,nhsRegion,2021-03-30,564,52
E40000009,North East and Yorkshire,nhsRegion,2021-03-29,608,53
E40000009,North East and Yorkshire,nhsRegion,2021-03-28,601,43
E40000009,North East and Yorkshire,nhsRegion,2021-03-27,780,47
E40000009,North East and Yorkshire,nhsRegion,2021-03-26,625,68
E40000009,North East and Yorkshire,nhsRegion,2021-03-25,616,68
E40000009,North East and Yorkshire,nhsRegion,2021-03-24,637,69
E40000009,North East and Yorkshire,nhsRegion,2021-03-23,675,74
E40000009,North East and Yorkshire,nhsRegion,2021-03-22,737,57
E40000009,North East and Yorkshire,nhsRegion,2021-03-21,730,65
E40000009,North East and Yorkshire,nhsRegion,2021-03-20,754,54
E40000009,North East and Yorkshire,nhsRegion,2021-03-19,776,51
E40000009,North East and Yorkshire,nhsRegion,2021-03-18,838,88
E40000009,North East and Yorkshire,nhsRegion,2021-03-17,862,87
E40000009,North East and Yorkshire,nhsRegion,2021-03-16,910,82
E40000009,North East and Yorkshire,nhsRegion,2021-03-15,985,85
E40000009,North East and Yorkshire,nhsRegion,2021-03-14,993,69
E40000009,North East and Yorkshire,nhsRegion,2021-03-13,1003,82
E40000009,North East and Yorkshire,nhsRegion,2021-03-12,1049,84
E40000009,North East and Yorkshire,nhsRegion,2021-03-11,1077,91
E40000009,North East and Yorkshire,nhsRegion,2021-03-10,1082,102
E40000009,North East and Yorkshire,nhsRegion,2021-03-09,1221,103
E40000009,North East and Yorkshire,nhsRegion,2021-03-08,1265,101
E40000009,North East and Yorkshire,nhsRegion,2021-03-07,1248,93
E40000009,North East and Yorkshire,nhsRegion,2021-03-06,1288,108
E40000009,North East and Yorkshire,nhsRegion,2021-03-05,1380,96
E40000009,North East and Yorkshire,nhsRegion,2021-03-04,1444,121
E40000009,North East and Yorkshire,nhsRegion,2021-03-03,1552,140
E40000009,North East and Yorkshire,nhsRegion,2021-03-02,1629,121
E40000009,North East and Yorkshire,nhsRegion,2021-03-01,1742,130
E40000009,North East and Yorkshire,nhsRegion,2021-02-28,1747,132
E40000009,North East and Yorkshire,nhsRegion,2021-02-27,1736,152
E40000009,North East and Yorkshire,nhsRegion,2021-02-26,1800,159
E40000009,North East and Yorkshire,nhsRegion,2021-02-25,1894,172
E40000009,North East and Yorkshire,nhsRegion,2021-02-24,1947,145
E40000009,North East and Yorkshire,nhsRegion,2021-02-23,2076,172
E40000009,North East and Yorkshire,nhsRegion,2021-02-22,2118,194
E40000009,North East and Yorkshire,nhsRegion,2021-02-21,2163,163
E40000009,North East and Yorkshire,nhsRegion,2021-02-20,2155,168
E40000009,North East and Yorkshire,nhsRegion,2021-02-19,2197,167
E40000009,North East and Yorkshire,nhsRegion,2021-02-18,2305,214
E40000009,North East and Yorkshire,nhsRegion,2021-02-17,2391,197
E40000009,North East and Yorkshire,nhsRegion,2021-02-16,2420,222
E40000009,North East and Yorkshire,nhsRegion,2021-02-15,2536,225
E40000009,North East and Yorkshire,nhsRegion,2021-02-14,2547,214
E40000009,North East and Yorkshire,nhsRegion,2021-02-13,2589,199
E40000009,North East and Yorkshire,nhsRegion,2021-02-12,2723,240
E40000009,North East and Yorkshire,nhsRegion,2021-02-11,2817,217
E40000009,North East and Yorkshire,nhsRegion,2021-02-10,2847,242
E40000009,North East and Yorkshire,nhsRegion,2021-02-09,2978,272
E40000009,North East and Yorkshire,nhsRegion,2021-02-08,3148,264
E40000009,North East and Yorkshire,nhsRegion,2021-02-07,3057,250
E40000009,North East and Yorkshire,nhsRegion,2021-02-06,3066,274
E40000009,North East and Yorkshire,nhsRegion,2021-02-05,3183,254
E40000009,North East and Yorkshire,nhsRegion,2021-02-04,3255,301
E40000009,North East and Yorkshire,nhsRegion,2021-02-03,3330,333
E40000009,North East and Yorkshire,nhsRegion,2021-02-02,3402,308
E40000009,North East and Yorkshire,nhsRegion,2021-02-01,3496,334
E40000009,North East and Yorkshire,nhsRegion,2021-01-31,3506,266
E40000009,North East and Yorkshire,nhsRegion,2021-01-30,3484,312
E40000009,North East and Yorkshire,nhsRegion,2021-01-29,3521,354
E40000009,North East and Yorkshire,nhsRegion,2021-01-28,3593,355
E40000009,North East and Yorkshire,nhsRegion,2021-01-27,3654,360
E40000009,North East and Yorkshire,nhsRegion,2021-01-26,3841,380
E40000009,North East and Yorkshire,nhsRegion,2021-01-25,3891,345
E40000009,North East and Yorkshire,nhsRegion,2021-01-24,3732,416
E40000009,North East and Yorkshire,nhsRegion,2021-01-23,3732,360
E40000009,North East and Yorkshire,nhsRegion,2021-01-22,3793,364
E40000009,North East and Yorkshire,nhsRegion,2021-01-21,3814,431
E40000009,North East and Yorkshire,nhsRegion,2021-01-20,3818,472
E40000009,North East and Yorkshire,nhsRegion,2021-01-19,3830,492
E40000009,North East and Yorkshire,nhsRegion,2021-01-18,3796,462
E40000009,North East and Yorkshire,nhsRegion,2021-01-17,3604,445
E40000009,North East and Yorkshire,nhsRegion,2021-01-16,3567,464
E40000009,North East and Yorkshire,nhsRegion,2021-01-15,3584,416
E40000009,North East and Yorkshire,nhsRegion,2021-01-14,3455,416
E40000009,North East and Yorkshire,nhsRegion,2021-01-13,3476,393
E40000009,North East and Yorkshire,nhsRegion,2021-01-12,3429,463
E40000009,North East and Yorkshire,nhsRegion,2021-01-11,3392,466
E40000009,North East and Yorkshire,nhsRegion,2021-01-10,3228,446
E40000009,North East and Yorkshire,nhsRegion,2021-01-09,2917,407
E40000009,North East and Yorkshire,nhsRegion,2021-01-08,3217,370
E40000009,North East and Yorkshire,nhsRegion,2021-01-07,2923,453
E40000009,North East and Yorkshire,nhsRegion,2021-01-06,2865,399
E40000009,North East and Yorkshire,nhsRegion,2021-01-05,2860,378
E40000009,North East and Yorkshire,nhsRegion,2021-01-04,2828,388
E40000009,North East and Yorkshire,nhsRegion,2021-01-03,2710,335
E40000009,North East and Yorkshire,nhsRegion,2021-01-02,2624,312
E40000009,North East and Yorkshire,nhsRegion,2021-01-01,2532,338
E40000009,North East and Yorkshire,nhsRegion,2020-12-31,2562,300
E40000009,North East and Yorkshire,nhsRegion,2020-12-30,2573,311
E40000009,North East and Yorkshire,nhsRegion,2020-12-29,2528,363
E40000009,North East and Yorkshire,nhsRegion,2020-12-28,2437,309
E40000009,North East and Yorkshire,nhsRegion,2020-12-27,2328,298
E40000009,North East and Yorkshire,nhsRegion,2020-12-26,2257,282
E40000009,North East and Yorkshire,nhsRegion,2020-12-25,2233,234
E40000009,North East and Yorkshire,nhsRegion,2020-12-24,2359,192
E40000009,North East and Yorkshire,nhsRegion,2020-12-23,2457,250
E40000009,North East and Yorkshire,nhsRegion,2020-12-22,2496,294
E40000009,North East and Yorkshire,nhsRegion,2020-12-21,2530,272
E40000009,North East and Yorkshire,nhsRegion,2020-12-20,2464,256
E40000009,North East and Yorkshire,nhsRegion,2020-12-19,2413,248
E40000009,North East and Yorkshire,nhsRegion,2020-12-18,2396,230
E40000009,North East and Yorkshire,nhsRegion,2020-12-17,2494,231
E40000009,North East and Yorkshire,nhsRegion,2020-12-16,2505,260
E40000009,North East and Yorkshire,nhsRegion,2020-12-15,2482,271
E40000009,North East and Yorkshire,nhsRegion,2020-12-14,2483,301
E40000009,North East and Yorkshire,nhsRegion,2020-12-13,2353,256
E40000009,North East and Yorkshire,nhsRegion,2020-12-12,2309,249
E40000009,North East and Yorkshire,nhsRegion,2020-12-11,2386,238
E40000009,North East and Yorkshire,nhsRegion,2020-12-10,2442,214
E40000009,North East and Yorkshire,nhsRegion,2020-12-09,2526,248
E40000009,North East and Yorkshire,nhsRegion,2020-12-08,2566,248
E40000009,North East and Yorkshire,nhsRegion,2020-12-07,2617,256
E40000009,North East and Yorkshire,nhsRegion,2020-12-06,2545,226
E40000009,North East and Yorkshire,nhsRegion,2020-12-05,2498,239
E40000009,North East and Yorkshire,nhsRegion,2020-12-04,2590,198
E40000009,North East and Yorkshire,nhsRegion,2020-12-03,2551,246
E40000009,North East and Yorkshire,nhsRegion,2020-12-02,2732,231
E40000009,North East and Yorkshire,nhsRegion,2020-12-01,2814,241
E40000009,North East and Yorkshire,nhsRegion,2020-11-30,2876,242
E40000009,North East and Yorkshire,nhsRegion,2020-11-29,2862,246
E40000009,North East and Yorkshire,nhsRegion,2020-11-28,2859,220
E40000009,North East and Yorkshire,nhsRegion,2020-11-27,2932,236
E40000009,North East and Yorkshire,nhsRegion,2020-11-26,3030,263
E40000009,North East and Yorkshire,nhsRegion,2020-11-25,3137,264
E40000009,North East and Yorkshire,nhsRegion,2020-11-24,3245,275
E40000009,North East and Yorkshire,nhsRegion,2020-11-23,3437,309
E40000009,North East and Yorkshire,nhsRegion,2020-11-22,3353,275
E40000009,North East and Yorkshire,nhsRegion,2020-11-21,3270,280
E40000009,North East and Yorkshire,nhsRegion,2020-11-20,3297,350
E40000009,North East and Yorkshire,nhsRegion,2020-11-19,3342,345
E40000009,North East and Yorkshire,nhsRegion,2020-11-18,3417,362
E40000009,North East and Yorkshire,nhsRegion,2020-11-17,3472,335
E40000009,North East and Yorkshire,nhsRegion,2020-11-16,3473,402
E40000009,North East and Yorkshire,nhsRegion,2020-11-15,3327,376
E40000009,North East and Yorkshire,nhsRegion,2020-11-14,3109,355
E40000009,North East and Yorkshire,nhsRegion,2020-11-13,3268,381
E40000009,North East and Yorkshire,nhsRegion,2020-11-12,3228,362
E40000009,North East and Yorkshire,nhsRegion,2020-11-11,3141,440
E40000009,North East and Yorkshire,nhsRegion,2020-11-10,2946,464
E40000009,North East and Yorkshire,nhsRegion,2020-11-09,3057,407
E40000009,North East and Yorkshire,nhsRegion,2020-11-08,2934,360
E40000009,North East and Yorkshire,nhsRegion,2020-11-07,3012,337
E40000009,North East and Yorkshire,nhsRegion,2020-11-06,2798,324
E40000009,North East and Yorkshire,nhsRegion,2020-11-05,2802,345
E40000009,North East and Yorkshire,nhsRegion,2020-11-04,2732,351
E40000009,North East and Yorkshire,nhsRegion,2020-11-03,2721,362
E40000009,North East and Yorkshire,nhsRegion,2020-11-02,2624,362
E40000009,North East and Yorkshire,nhsRegion,2020-11-01,2209,348
E40000009,North East and Yorkshire,nhsRegion,2020-10-31,2482,325
E40000009,North East and Yorkshire,nhsRegion,2020-10-30,2299,262
E40000009,North East and Yorkshire,nhsRegion,2020-10-29,2216,337
E40000009,North East and Yorkshire,nhsRegion,2020-10-28,2204,357
E40000009,North East and Yorkshire,nhsRegion,2020-10-27,2116,301
E40000009,North East and Yorkshire,nhsRegion,2020-10-26,2004,323
E40000009,North East and Yorkshire,nhsRegion,2020-10-25,1851,320
E40000009,North East and Yorkshire,nhsRegion,2020-10-24,1730,277
E40000009,North East and Yorkshire,nhsRegion,2020-10-23,1638,254
E40000009,North East and Yorkshire,nhsRegion,2020-10-22,1574,242
E40000009,North East and Yorkshire,nhsRegion,2020-10-21,1496,271
E40000009,North East and Yorkshire,nhsRegion,2020-10-20,1436,274
E40000009,North East and Yorkshire,nhsRegion,2020-10-19,1362,222
E40000009,North East and Yorkshire,nhsRegion,2020-10-18,1269,219
E40000009,North East and Yorkshire,nhsRegion,2020-10-17,1200,210
E40000009,North East and Yorkshire,nhsRegion,2020-10-16,1169,159
E40000009,North East and Yorkshire,nhsRegion,2020-10-15,1147,184
E40000009,North East and Yorkshire,nhsRegion,2020-10-14,1092,167
E40000009,North East and Yorkshire,nhsRegion,2020-10-13,1054,183
E40000009,North East and Yorkshire,nhsRegion,2020-10-12,1025,173
E40000009,North East and Yorkshire,nhsRegion,2020-10-11,940,180
E40000009,North East and Yorkshire,nhsRegion,2020-10-10,874,145
E40000009,North East and Yorkshire,nhsRegion,2020-10-09,804,146
E40000009,North East and Yorkshire,nhsRegion,2020-10-08,836,125
E40000009,North East and Yorkshire,nhsRegion,2020-10-07,790,140
E40000009,North East and Yorkshire,nhsRegion,2020-10-06,741,161
E40000009,North East and Yorkshire,nhsRegion,2020-10-05,673,123
E40000009,North East and Yorkshire,nhsRegion,2020-10-04,586,126
E40000009,North East and Yorkshire,nhsRegion,2020-10-03,584,117
E40000009,North East and Yorkshire,nhsRegion,2020-10-02,544,100
E40000009,North East and Yorkshire,nhsRegion,2020-10-01,502,88
E40000009,North East and Yorkshire,nhsRegion,2020-09-30,474,94
E40000009,North East and Yorkshire,nhsRegion,2020-09-29,429,104
E40000009,North East and Yorkshire,nhsRegion,2020-09-28,444,82
E40000009,North East and Yorkshire,nhsRegion,2020-09-27,420,72
E40000009,North East and Yorkshire,nhsRegion,2020-09-26,393,68
E40000009,North East and Yorkshire,nhsRegion,2020-09-25,379,64
E40000009,North East and Yorkshire,nhsRegion,2020-09-24,337,65
E40000009,North East and Yorkshire,nhsRegion,2020-09-23,313,89
E40000009,North East and Yorkshire,nhsRegion,2020-09-22,303,58
E40000009,North East and Yorkshire,nhsRegion,2020-09-21,285,80
E40000009,North East and Yorkshire,nhsRegion,2020-09-20,254,67
E40000009,North East and Yorkshire,nhsRegion,2020-09-19,226,50
E40000009,North East and Yorkshire,nhsRegion,2020-09-18,214,64
