areaCode,areaName,areaType,date,newCasesByPublishDate,newDeathsByDeathDate,newVirusTests
E12000001,North East,region,2021-06-23,1095,,
E12000001,North East,region,2021-06-22,714,0,
E12000001,North East,region,2021-06-21,848,1,
E12000001,North East,region,2021-06-20,641,0,
E12000001,North East,region,2021-06-19,742,0,
E12000001,North East,region,2021-06-18,633,0,
E12000001,North East,region,2021-06-17,647,0,
E12000001,North East,region,2021-06-16,567,0,
E12000001,North East,region,2021-06-15,518,0,
E12000001,North East,region,2021-06-14,413,0,
E12000001,North East,region,2021-06-13,301,1,
E12000001,North East,region,2021-06-12,448,0,
E12000001,North East,region,2021-06-11,315,0,
E12000001,North East,region,2021-06-10,320,1,
E12000001,North East,region,2021-06-09,302,0,
E12000001,North East,region,2021-06-08,242,0,
E12000001,North East,region,2021-06-07,210,0,
E12000001,North East,region,2021-06-06,166,0,
E12000001,North East,region,2021-06-05,239,1,
E12000001,North East,region,2021-06-04,154,0,
E12000001,North East,region,2021-06-03,113,0,
E12000001,North East,region,2021-06-02,122,1,
E12000001,North East,region,2021-06-01,78,1,
E12000001,North East,region,2021-05-31,83,1,
E12000001,North East,region,2021-05-30,120,0,
E12000001,North East,region,2021-05-29,94,0,
E12000001,North East,region,2021-05-28,97,0,
E12000001,North East,region,2021-05-27,73,0,
E12000001,North East,region,2021-05-26,92,0,
E12000001,North East,region,2021-05-25,66,0,
E12000001,North East,region,2021-05-24,70,0,
E12000001,North East,region,2021-05-23,56,0,
E12000001,North East,region,2021-05-22,70,0,
E12000001,North East,region,2021-05-21,61,0,
E12000001,North East,region,2021-05-20,77,0,
E12000001,North East,region,2021-05-19,74,0,
E12000001,North East,region,2021-05-18,0,1,
E12000001,North East,region,2021-05-17,72,2,
E12000001,North East,region,2021-05-16,54,0,
E12000001,North East,region,2021-05-15,83,1,
E12000001,North East,region,2021-05-14,74,0,
E12000001,North East,region,2021-05-13,108,2,
E12000001,North East,region,2021-05-12,76,4,
E12000001,North East,region,2021-05-11,101,1,
E12000001,North East,region,2021-05-10,77,1,
E12000001,North East,region,2021-05-09,83,2,
E12000001,North East,region,2021-05-08,97,0,
E12000001,North East,region,2021-05-07,55,1,
E12000001,North East,region,2021-05-06,97,0,
E12000001,North East,region,2021-05-05,105,1,
E12000001,North East,region,2021-05-04,84,1,
E12000001,North East,region,2021-05-03,63,1,
E12000001,North East,region,2021-05-02,54,1,
E12000001,North East,region,2021-05-01,80,1,
E12000001,North East,region,2021-04-30,92,1,
E12000001,North East,region,2021-04-29,94,0,
E12000001,North East,region,2021-04-28,89,1,
E12000001,North East,region,2021-04-27,129,2,
E12000001,North East,region,2021-04-26,88,1,
E12000001,North East,region,2021-04-25,69,1,
E12000001,North East,region,2021-04-24,57,2,
E12000001,North East,region,2021-04-23,95,1,
E12000001,North East,region,2021-04-22,99,3,
E12000001,North East,region,2021-04-21,118,1,
E12000001,North East,region,2021-04-20,83,0,
E12000001,North East,region,2021-04-19,109,0,
E12000001,North East,region,2021-04-18,63,1,
E12000001,North East,region,2021-04-17,81,1,
E12000001,North East,region,2021-04-16,90,2,
E12000001,North East,region,2021-04-15,94,2,
E12000001,North East,region,2021-04-14,59,2,
E12000001,North East,region,2021-04-13,117,3,
E12000001,North East,region,2021-04-12,184,2,
E12000001,North East,region,2021-04-11,63,0,
E12000001,North East,region,2021-04-10,68,1,
E12000001,North East,region,2021-04-09,0,2,
E12000001,North East,region,2021-04-08,123,2,
E12000001,North East,region,2021-04-07,139,2,
E12000001,North East,region,2021-04-06,74,4,
E12000001,North East,region,2021-04-05,118,2,
E12000001,North East,region,2021-04-04,94,3,
E12000001,North East,region,2021-04-03,166,3,
E12000001,North East,region,2021-04-02,134,1,
E12000001,North East,region,2021-04-01,242,2,
E12000001,North East,region,2021-03-31,275,6,
E12000001,North East,region,2021-03-30,152,3,
E12000001,North East,region,2021-03-29,414,4,
E12000001,North East,region,2021-03-28,38,1,
E12000001,North East,region,2021-03-27,0,5,
E12000001,North East,region,2021-03-26,428,3,
E12000001,North East,region,2021-03-25,440,6,
E12000001,North East,region,2021-03-24,367,5,
E12000001,North East,region,2021-03-23,323,9,
E12000001,North East,region,2021-03-22,214,5,
E12000001,North East,region,2021-03-21,232,2,
E12000001,North East,region,2021-03-20,271,8,
E12000001,North East,region,2021-03-19,293,8,
E12000001,North East,region,2021-03-18,375,4,
E12000001,North East,region,2021-03-17,260,7,
E12000001,North East,region,2021-03-16,251,3,
E12000001,North East,region,2021-03-15,301,6,
E12000001,North East,region,2021-03-14,219,7,
E12000001,North East,region,2021-03-13,259,12,
E12000001,North East,region,2021-03-12,433,10,
E12000001,North East,region,2021-03-11,297,8,
E12000001,North East,region,2021-03-10,345,14,
E12000001,North East,region,2021-03-09,288,12,
E12000001,North East,region,2021-03-08,306,13,
E12000001,North East,region,2021-03-07,217,7,
E12000001,North East,region,2021-03-06,306,11,
E12000001,North East,region,2021-03-05,282,18,
E12000001,North East,region,2021-03-04,367,12,
E12000001,North East,region,2021-03-03,407,14,
E12000001,North East,region,2021-03-02,305,10,
E12000001,North East,region,2021-03-01,276,16,
E12000001,North East,region,2021-02-28,326,14,
E12000001,North East,region,2021-02-27,460,15,
E12000001,North East,region,2021-02-26,419,16,
E12000001,North East,region,2021-02-25,420,16,
E12000001,North East,region,2021-02-24,483,20,
E12000001,North East,region,2021-02-23,468,15,
E12000001,North East,region,2021-02-22,570,15,
E12000001,North East,region,2021-02-21,297,19,
E12000001,North East,region,2021-02-20,517,21,
E12000001,North East,region,2021-02-19,618,24,
E12000001,North East,region,2021-02-18,563,24,
E12000001,North East,region,2021-02-17,782,20,
E12000001,North East,region,2021-02-16,546,23,
E12000001,North East,region,2021-02-15,521,32,
E12000001,North East,region,2021-02-14,497,30,
E12000001,North East,region,2021-02-13,623,30,
E12000001,North East,region,2021-02-12,748,25,
E12000001,North East,region,2021-02-11,747,19,
E12000001,North East,region,2021-02-10,586,26,
E12000001,North East,region,2021-02-09,709,30,
E12000001,North East,region,2021-02-08,577,37,
E12000001,North East,region,2021-02-07,668,35,
E12000001,North East,region,2021-02-06,750,30,
E12000001,North East,region,2021-02-05,831,42,
E12000001,North East,region,2021-02-04,997,45,
E12000001,North East,region,2021-02-03,900,38,
E12000001,North East,region,2021-02-02,753,36,
E12000001,North East,region,2021-02-01,715,35,
E12000001,North East,region,2021-01-31,886,38,
E12000001,North East,region,2021-01-30,794,31,
E12000001,North East,region,2021-01-29,1186,51,
E12000001,North East,region,2021-01-28,1087,40,
E12000001,North East,region,2021-01-27,1167,41,
E12000001,North East,region,2021-01-26,863,36,
E12000001,North East,region,2021-01-25,626,54,
E12000001,North East,region,2021-01-24,857,43,
E12000001,North East,region,2021-01-23,1176,30,
E12000001,North East,region,2021-01-22,1267,46,
E12000001,North East,region,2021-01-21,1384,37,
E12000001,North East,region,2021-01-20,1499,43,
E12000001,North East,region,2021-01-19,1066,62,
E12000001,North East,region,2021-01-18,1087,42,
E12000001,North East,region,2021-01-17,1077,38,
E12000001,North East,region,2021-01-16,1261,36,
E12000001,North East,region,2021-01-15,1948,48,
E12000001,North East,region,2021-01-14,1635,45,
E12000001,North East,region,2021-01-13,1911,32,
E12000001,North East,region,2021-01-12,1299,41,
E12000001,North East,region,2021-01-11,1238,50,
E12000001,North East,region,2021-01-10,1269,42,
E12000001,North East,region,2021-01-09,1097,32,
E12000001,North East,region,2021-01-08,1478,38,
E12000001,North East,region,2021-01-07,1336,36,
E12000001,North East,region,2021-01-06,1980,28,
E12000001,North East,region,2021-01-05,1552,41,
E12000001,North East,region,2021-01-04,2124,28,
E12000001,North East,region,2021-01-03,1566,28,
E12000001,North East,region,2021-01-02,1737,25,
E12000001,North East,region,2021-01-01,1340,35,
E12000001,North East,region,2020-12-31,1741,23,
E12000001,North East,region,2020-12-30,1957,27,
E12000001,North East,region,2020-12-29,1230,26,
E12000001,North East,region,2020-12-28,699,40,
E12000001,North East,region,2020-12-27,583,36,
E12000001,North East,region,2020-12-26,805,37,
E12000001,North East,region,2020-12-25,944,23,
E12000001,North East,region,2020-12-24,1137,23,
E12000001,North East,region,2020-12-23,941,32,
E12000001,North East,region,2020-12-22,1253,33,
E12000001,North East,region,2020-12-21,1108,27,
E12000001,North East,region,2020-12-20,586,32,
E12000001,North East,region,2020-12-19,531,36,
E12000001,North East,region,2020-12-18,515,38,
E12000001,North East,region,2020-12-17,590,26,
E12000001,North East,region,2020-12-16,801,21,
E12000001,North East,region,2020-12-15,460,27,
E12000001,North East,region,2020-12-14,509,34,
E12000001,North East,region,2020-12-13,572,23,
E12000001,North East,region,2020-12-12,771,25,
E12000001,North East,region,2020-12-11,689,27,
E12000001,North East,region,2020-12-10,791,30,
E12000001,North East,region,2020-12-09,687,19,
E12000001,North East,region,2020-12-08,406,24,
E12000001,North East,region,2020-12-07,466,31,
E12000001,North East,region,2020-12-06,542,27,
E12000001,North East,region,2020-12-05,586,30,
E12000001,North East,region,2020-12-04,698,20,
E12000001,North East,region,2020-12-03,652,24,
E12000001,North East,region,2020-12-02,590,23,
E12000001,North East,region,2020-12-01,638,21,
E12000001,North East,region,2020-11-30,528,29,
E12000001,North East,region,2020-11-29,598,31,
E12000001,North East,region,2020-11-28,752,30,
E12000001,North East,region,2020-11-27,805,23,
E12000001,North East,region,2020-11-26,900,33,
E12000001,North East,region,2020-11-25,876,29,
E12000001,North East,region,2020-11-24,598,39,
E12000001,North East,region,2020-11-23,732,34,
E12000001,North East,region,2020-11-22,837,33,
E12000001,North East,region,2020-11-21,1106,36,
E12000001,North East,region,2020-11-20,1439,39,
E12000001,North East,region,2020-11-19,1290,32,
E12000001,North East,region,2020-11-18,1556,34,
E12000001,North East,region,2020-11-17,1276,34,
E12000001,North East,region,2020-11-16,3365,29,
E12000001,North East,region,2020-11-15,1483,33,
E12000001,North East,region,2020-11-14,1619,37,
E12000001,North East,region,2020-11-13,1883,30,
E12000001,North East,region,2020-11-12,2086,22,
E12000001,North East,region,2020-11-11,1671,23,
E12000001,North East,region,2020-11-10,1303,24,
E12000001,North East,region,2020-11-09,1340,33,
E12000001,North East,region,2020-11-08,1506,21,
E12000001,North East,region,2020-11-07,1391,30,
E12000001,North East,region,2020-11-06,1453,29,
E12000001,North East,region,2020-11-05,1570,26,
E12000001,North East,region,2020-11-04,1272,23,
E12000001,North East,region,2020-11-03,1302,19,
E12000001,North East,region,2020-11-02,1039,19,
E12000001,North East,region,2020-11-01,1170,26,
E12000001,North East,region,2020-10-31,1163,21,
E12000001,North East,region,2020-10-30,1054,27,
E12000001,North East,region,2020-10-29,1136,17,
E12000001,North East,region,2020-10-28,1021,27,
E12000001,North East,region,2020-10-27,1162,19,
E12000001,North East,region,2020-10-26,970,22,
E12000001,North East,region,2020-10-25,1048,18,
E12000001,North East,region,2020-10-24,1150,15,
E12000001,North East,region,2020-10-23,1277,13,
E12000001,North East,region,2020-10-22,1393,24,
E12000001,North East,region,2020-10-21,1888,19,
E12000001,North East,region,2020-10-20,1438,20,
E12000001,North East,region,2020-10-19,707,22,
E12000001,North East,region,2020-10-18,555,16,
E12000001,North East,region,2020-10-17,1101,18,
E12000001,North East,region,2020-10-16,1178,16,
E12000001,North East,region,2020-10-15,1333,16,
E12000001,North East,region,2020-10-14,1228,16,
E12000001,North East,region,2020-10-13,1045,14,
E12000001,North East,region,2020-10-12,1150,11,
E12000001,North East,region,2020-10-11,967,16,
E12000001,North East,region,2020-10-10,1151,16,
E12000001,North East,region,2020-10-09,1087,9,
E12000001,North East,region,2020-10-08,1274,14,
E12000001,North East,region,2020-10-07,1057,12,
E12000001,North East,region,2020-10-06,1233,10,
E12000001,North East,region,2020-10-05,1113,8,
E12000001,North East,region,2020-10-04,2629,9,
E12000001,North East,region,2020-10-03,906,7,
E12000001,North East,region,2020-10-02,421,18,
E12000001,North East,region,2020-10-01,363,5,
E12000001,North East,region,2020-09-30,593,3,
E12000001,North East,region,2020-09-29,756,5,
E12000001,North East,region,2020-09-28,277,6,
E12000001,North East,region,2020-09-27,483,13,
E12000001,North East,region,2020-09-26,522,8,
E12000001,North East,region,2020-09-25,576,6,
E12000001,North East,region,2020-09-24,523,1,
E12000001,North East,region,2020-09-23,667,5,
E12000001,North East,region,2020-09-22,537,2,
E12000001,North East,region,2020-09-21,409,5,
E12000001,North East,region,2020-09-20,418,3,
E12000001,North East,region,2020-09-19,370,1,
E12000001,North East,region,2020-09-18,332,3,
E12000001,North East,region,2020-09-17,264,4,
E12000001,North East,region,2020-09-16,278,2,
E12000001,North East,region,2020-09-15,201,3,
E12000001,North East,region,2020-09-14,89,1,
E12000001,North East,region,2020-09-13,195,1,
E12000001,North East,region,2020-09-12,228,1,
E12000001,North East,region,2020-09-11,218,2,
E12000001,North East,region,2020-09-10,203,0,
E12000001,North East,region,2020-09-09,216,0,
E12000001,North East,region,2020-09-08,108,0,
E12000001,North East,region,2020-09-07,190,1,
E12000001,North East,region,2020-09-06,232,1,
E12000001,North East,region,2020-09-05,116,1,
E12000001,North East,region,2020-09-04,117,0,
E12000001,North East,region,2020-09-03,73,2,
E12000001,North East,region,2020-09-02,95,0,
E12000001,North East,region,2020-09-01,89,0,
E12000001,North East,region,2020-08-31,100,0,
E12000001,North East,region,2020-08-30,91,0,
E12000001,North East,region,2020-08-29,19,2,
E12000001,North East,region,2020-08-28,46,1,
E12000001,North East,region,2020-08-27,54,0,
E12000001,North East,region,2020-08-26,47,0,
E12000001,North East,region,2020-08-25,18,0,
E12000001,North East,region,2020-08-24,45,0,
E12000001,North East,region,2020-08-23,28,1,
E12000001,North East,region,2020-08-22,38,0,
E12000001,North East,region,2020-08-21,38,0,
E12000001,North East,region,2020-08-20,30,0,
E12000001,North East,region,2020-08-19,22,1,
E12000001,North East,region,2020-08-18,22,1,
E12000001,North East,region,2020-08-17,18,2,
E12000001,North East,region,2020-08-16,39,0,
E12000001,North East,region,2020-08-15,40,1,
E12000001,North East,region,2020-08-14,76,0,
E12000001,North East,region,2020-08-13,0,0,
E12000001,North East,region,2020-08-12,18,0,
E12000001,North East,region,2020-08-11,21,1,
E12000001,North East,region,2020-08-10,10,1,
E12000001,North East,region,2020-08-09,18,2,
E12000001,North East,region,2020-08-08,20,0,
E12000001,North East,region,2020-08-07,29,0,
E12000001,North East,region,2020-08-06,18,0,
E12000001,North East,region,2020-08-05,20,0,
E12000001,North East,region,2020-08-04,10,0,
E12000001,North East,region,2020-08-03,13,2,
E12000001,North East,region,2020-08-02,13,0,
E12000001,North East,region,2020-08-01,14,0,
E12000001,North East,region,2020-07-31,19,1,
E12000001,North East,region,2020-07-30,7,0,
E12000001,North East,region,2020-07-29,11,1,
E12000001,North East,region,2020-07-28,11,2,
E12000001,North East,region,2020-07-27,4,2,
E12000001,North East,region,2020-07-26,4,1,
E12000001,North East,region,2020-07-25,12,1,
E12000001,North East,region,2020-07-24,9,0,
E12000001,North East,region,2020-07-23,17,2,
E12000001,North East,region,2020-07-22,9,1,
E12000001,North East,region,2020-07-21,3,0,
E12000001,North East,region,2020-07-20,7,1,
E12000001,North East,region,2020-07-19,21,1,
E12000001,North East,region,2020-07-18,16,2,
E12000001,North East,region,2020-07-17,7,1,
E12000001,North East,region,2020-07-16,12,0,
E12000001,North East,region,2020-07-15,4,0,
E12000001,North East,region,2020-07-14,4,1,
E12000001,North East,region,2020-07-13,8,1,
E12000001,North East,region,2020-07-12,16,1,
E12000001,North East,region,2020-07-11,19,0,
E12000001,North East,region,2020-07-10,11,3,
E12000001,North East,region,2020-07-09,10,0,
E12000001,North East,region,2020-07-08,4,1,
E12000001,North East,region,2020-07-07,3,1,
E12000001,North East,region,2020-07-06,13,3,
E12000001,North East,region,2020-07-05,8,2,
E12000001,North East,region,2020-07-04,11,3,
E12000001,North East,region,2020-07-03,3,2,
E12000001,North East,region,2020-07-02,15,2,
E12000001,North East,region,2020-07-01,4484,2,
E12000001,North East,region,2020-06-30,3,1,
E12000001,North East,region,2020-06-29,1,2,
E12000001,North East,region,2020-06-28,2,7,
E12000001,North East,region,2020-06-27,3,2,
E12000001,North East,region,2020-06-26,10,5,
E12000001,North East,region,2020-06-25,5,9,
E12000001,North East,region,2020-06-24,0,2,
E12000001,North East,region,2020-06-23,7,6,
E12000001,North East,region,2020-06-22,6,5,
E12000001,North East,region,2020-06-21,8,8,
E12000001,North East,region,2020-06-20,13,5,
E12000001,North East,region,2020-06-19,7,3,
E12000001,North East,region,2020-06-18,13,8,
E12000001,North East,region,2020-06-17,14,3,
E12000001,North East,region,2020-06-16,17,9,
E12000001,North East,region,2020-06-15,4,3,
E12000001,North East,region,2020-06-14,9,6,
E12000001,North East,region,2020-06-13,9,5,
E12000001,North East,region,2020-06-12,15,6,
E12000001,North East,region,2020-06-11,13,9,
E12000001,North East,region,2020-06-10,10,7,
E12000001,North East,region,2020-06-09,31,11,
E12000001,North East,region,2020-06-08,2,9,
E12000001,North East,region,2020-06-07,8,13,
E12000001,North East,region,2020-06-06,17,7,
E12000001,North East,region,2020-06-05,18,16,
E12000001,North East,region,2020-06-04,20,11,
E12000001,North East,region,2020-06-03,28,10,
E12000001,North East,region,2020-06-02,26,20,
E12000001,North East,region,2020-06-01,17,7,
E12000001,North East,region,2020-05-31,127,14,
E12000001,North East,region,2020-05-30,37,14,
E12000001,North East,region,2020-05-29,58,23,
E12000001,North East,region,2020-05-28,22,16,
E12000001,North East,region,2020-05-27,27,14,
E12000001,North East,region,2020-05-26,24,23,
E12000001,North East,region,2020-05-25,49,12,
E12000001,North East,region,2020-05-24,16,18,
E12000001,North East,region,2020-05-23,73,18,
E12000001,North East,region,2020-05-22,51,18,
E12000001,North East,region,2020-05-21,55,23,
E12000001,North East,region,2020-05-20,63,19,
E12000001,North East,region,2020-05-19,85,23,
E12000001,North East,region,2020-05-18,14,35,
E12000001,North East,region,2020-05-17,26,30,
E12000001,North East,region,2020-05-16,78,34,
E12000001,North East,region,2020-05-15,66,21,
E12000001,North East,region,2020-05-14,94,27,
E12000001,North East,region,2020-05-13,135,29,
E12000001,North East,region,2020-05-12,79,20,
E12000001,North East,region,2020-05-11,94,30,
E12000001,North East,region,2020-05-10,59,21,
E12000001,North East,region,2020-05-09,87,27,
E12000001,North East,region,2020-05-08,160,30,
E12000001,North East,region,2020-05-07,249,36,
E12000001,North East,region,2020-05-06,64,27,
E12000001,North East,region,2020-05-05,80,28,
E12000001,North East,region,2020-05-04,87,28,
E12000001,North East,region,2020-05-03,223,31,
E12000001,North East,region,2020-05-02,128,42,
E12000001,North East,region,2020-05-01,261,41,
E12000001,North East,region,2020-04-30,328,34,
E12000001,North East,region,2020-04-29,50,28,
E12000001,North East,region,2020-04-28,104,41,
E12000001,North East,region,2020-04-27,139,32,
E12000001,North East,region,2020-04-26,159,34,
E12000001,North East,region,2020-04-25,226,48,
E12000001,North East,region,2020-04-24,228,29,
E12000001,North East,region,2020-04-23,223,34,
E12000001,North East,region,2020-04-22,320,38,
E12000001,North East,region,2020-04-21,164,37,
E12000001,North East,region,2020-04-20,216,43,
E12000001,North East,region,2020-04-19,280,45,
E12000001,North East,region,2020-04-18,158,50,
E12000001,North East,region,2020-04-17,263,37,
E12000001,North East,region,2020-04-16,,25,
E12000001,North East,region,2020-04-15,,31,
E12000001,North East,region,2020-04-14,,52,
E12000001,North East,region,2020-04-13,,37,
E12000001,North East,region,2020-04-12,,46,
E12000001,North East,region,2020-04-11,,50,
E12000001,North East,region,2020-04-10,,56,
E12000001,North East,region,2020-04-09,,48,
E12000001,North East,region,2020-04-08,,45,
E12000001,North East,region,2020-04-07,,42,
E12000001,North East,region,2020-04-06,,45,
E12000001,North East,region,2020-04-05,,46,
E12000001,North East,region,2020-04-04,,46,
E12000001,North East,region,2020-04-03,,43,
E12000001,North East,region,2020-04-02,,32,
E12000001,North East,region,2020-04-01,,32,
E12000001,North East,region,2020-03-31,,25,
E12000001,North East,region,2020-03-30,,34,
E12000001,North East,region,2020-03-29,,10,
E12000001,North East,region,2020-03-28,,8,
E12000001,North East,region,2020-03-27,,11,
E12000001,North East,region,2020-03-26,,8,
E12000001,North East,region,2020-03-25,,5,
E12000001,North East,region,2020-03-24,,1,
E12000001,North East,region,2020-03-23,,3,
E12000001,North East,region,2020-03-22,,6,
E12000001,North East,region,2020-03-21,,3,
E12000001,North East,region,2020-03-20,,3,
E12000001,North East,region,2020-03-19,,1,
E12000001,North East,region,2020-03-18,,1,
E12000001,North East,region,2020-03-17,,0,
E12000001,North East,region,2020-03-16,,0,
E12000001,North East,region,2020-03-15,,1,
E12000002,North West,region,2021-06-23,3620,,
E12000002,North West,region,2021-06-22,2790,1,
E12000002,North West,region,2021-06-21,2441,5,
E12000002,North West,region,2021-06-20,2107,7,
E12000002,North West,region,2021-06-19,2538,7,
E12000002,North West,region,2021-06-18,2754,4,
E12000002,North West,region,2021-06-17,2858,3,
E12000002,North West,region,2021-06-16,2157,4,
E12000002,North West,region,2021-06-15,2017,6,
E12000002,North West,region,2021-06-14,2262,6,
E12000002,North West,region,2021-06-13,2134,0,
E12000002,North West,region,2021-06-12,2191,3,
E12000002,North West,region,2021-06-11,2317,3,
E12000002,North West,region,2021-06-10,1976,3,
E12000002,North West,region,2021-06-09,2112,2,
E12000002,North West,region,2021-06-08,1840,2,
E12000002,North West,region,2021-06-07,1673,3,
E12000002,North West,region,2021-06-06,1606,1,
E12000002,North West,region,2021-06-05,1752,3,
E12000002,North West,region,2021-06-04,1755,4,
E12000002,North West,region,2021-06-03,1643,5,
E12000002,North West,region,2021-06-02,1158,2,
E12000002,North West,region,2021-06-01,780,4,
E12000002,North West,region,2021-05-31,1038,3,
E12000002,North West,region,2021-05-30,935,4,
E12000002,North West,region,2021-05-29,771,2,
E12000002,North West,region,2021-05-28,1251,4,
E12000002,North West,region,2021-05-27,1025,4,
E12000002,North West,region,2021-05-26,745,2,
E12000002,North West,region,2021-05-25,566,1,
E12000002,North West,region,2021-05-24,495,2,
E12000002,North West,region,2021-05-23,494,6,
E12000002,North West,region,2021-05-22,720,2,
E12000002,North West,region,2021-05-21,540,5,
E12000002,North West,region,2021-05-20,686,1,
E12000002,North West,region,2021-05-19,459,0,
E12000002,North West,region,2021-05-18,0,0,
E12000002,North West,region,2021-05-17,432,1,
E12000002,North West,region,2021-05-16,381,1,
E12000002,North West,region,2021-05-15,344,4,
E12000002,North West,region,2021-05-14,400,0,
E12000002,North West,region,2021-05-13,578,4,
E12000002,North West,region,2021-05-12,400,2,
E12000002,North West,region,2021-05-11,402,7,
E12000002,North West,region,2021-05-10,410,4,
E12000002,North West,region,2021-05-09,292,3,
E12000002,North West,region,2021-05-08,329,2,
E12000002,North West,region,2021-05-07,380,2,
E12000002,North West,region,2021-05-06,371,1,
E12000002,North West,region,2021-05-05,320,4,
E12000002,North West,region,2021-05-04,248,2,
E12000002,North West,region,2021-05-03,224,4,
E12000002,North West,region,2021-05-02,245,2,
E12000002,North West,region,2021-05-01,250,2,
E12000002,North West,region,2021-04-30,278,0,
E12000002,North West,region,2021-04-29,314,5,
E12000002,North West,region,2021-04-28,279,3,
E12000002,North West,region,2021-04-27,340,6,
E12000002,North West,region,2021-04-26,276,3,
E12000002,North West,region,2021-04-25,186,3,
E12000002,North West,region,2021-04-24,238,8,
E12000002,North West,region,2021-04-23,278,1,
E12000002,North West,region,2021-04-22,300,9,
E12000002,North West,region,2021-04-21,210,7,
E12000002,North West,region,2021-04-20,270,11,
E12000002,North West,region,2021-04-19,329,4,
E12000002,North West,region,2021-04-18,217,4,
E12000002,North West,region,2021-04-17,228,4,
E12000002,North West,region,2021-04-16,318,2,
E12000002,North West,region,2021-04-15,274,8,
E12000002,North West,region,2021-04-14,277,7,
E12000002,North West,region,2021-04-13,315,9,
E12000002,North West,region,2021-04-12,501,7,
E12000002,North West,region,2021-04-11,170,5,
E12000002,North West,region,2021-04-10,336,6,
E12000002,North West,region,2021-04-09,0,11,
E12000002,North West,region,2021-04-08,254,8,
E12000002,North West,region,2021-04-07,388,7,
E12000002,North West,region,2021-04-06,319,6,
E12000002,North West,region,2021-04-05,326,9,
E12000002,North West,region,2021-04-04,299,16,
E12000002,North West,region,2021-04-03,437,7,
E12000002,North West,region,2021-04-02,445,9,
E12000002,North West,region,2021-04-01,546,13,
E12000002,North West,region,2021-03-31,463,12,
E12000002,North West,region,2021-03-30,572,12,
E12000002,North West,region,2021-03-29,630,16,
E12000002,North West,region,2021-03-28,449,15,
E12000002,North West,region,2021-03-27,668,11,
E12000002,North West,region,2021-03-26,767,15,
E12000002,North West,region,2021-03-25,747,18,
E12000002,North West,region,2021-03-24,631,14,
E12000002,North West,region,2021-03-23,738,17,
E12000002,North West,region,2021-03-22,886,17,
E12000002,North West,region,2021-03-21,894,24,
E12000002,North West,region,2021-03-20,770,22,
E12000002,North West,region,2021-03-19,386,23,
E12000002,North West,region,2021-03-18,805,18,
E12000002,North West,region,2021-03-17,788,20,
E12000002,North West,region,2021-03-16,733,30,
E12000002,North West,region,2021-03-15,739,26,
E12000002,North West,region,2021-03-14,617,31,
E12000002,North West,region,2021-03-13,624,26,
E12000002,North West,region,2021-03-12,871,23,
E12000002,North West,region,2021-03-11,1053,29,
E12000002,North West,region,2021-03-10,770,28,
E12000002,North West,region,2021-03-09,877,25,
E12000002,North West,region,2021-03-08,688,31,
E12000002,North West,region,2021-03-07,780,41,
E12000002,North West,region,2021-03-06,803,40,
E12000002,North West,region,2021-03-05,799,44,
E12000002,North West,region,2021-03-04,889,39,
E12000002,North West,region,2021-03-03,923,37,
E12000002,North West,region,2021-03-02,889,38,
E12000002,North West,region,2021-03-01,808,48,
E12000002,North West,region,2021-02-28,880,55,
E12000002,North West,region,2021-02-27,1155,50,
E12000002,North West,region,2021-02-26,1365,55,
E12000002,North West,region,2021-02-25,1212,47,
E12000002,North West,region,2021-02-24,1512,59,
E12000002,North West,region,2021-02-23,1216,57,
E12000002,North West,region,2021-02-22,1926,58,
E12000002,North West,region,2021-02-21,1379,70,
E12000002,North West,region,2021-02-20,1308,57,
E12000002,North West,region,2021-02-19,1732,59,
E12000002,North West,region,2021-02-18,1575,82,
E12000002,North West,region,2021-02-17,1846,84,
E12000002,North West,region,2021-02-16,1735,89,
E12000002,North West,region,2021-02-15,1527,77,
E12000002,North West,region,2021-02-14,1813,85,
E12000002,North West,region,2021-02-13,1960,96,
E12000002,North West,region,2021-02-12,1758,100,
E12000002,North West,region,2021-02-11,2125,103,
E12000002,North West,region,2021-02-10,1876,113,
E12000002,North West,region,2021-02-09,1889,99,
E12000002,North West,region,2021-02-08,1631,110,
E12000002,North West,region,2021-02-07,2625,90,
E12000002,North West,region,2021-02-06,2489,84,
E12000002,North West,region,2021-02-05,2540,119,
E12000002,North West,region,2021-02-04,2866,128,
E12000002,North West,region,2021-02-03,2582,131,
E12000002,North West,region,2021-02-02,2319,120,
E12000002,North West,region,2021-02-01,2529,137,
E12000002,North West,region,2021-01-31,3077,135,
E12000002,North West,region,2021-01-30,2974,124,
E12000002,North West,region,2021-01-29,3588,145,
E12000002,North West,region,2021-01-28,3648,154,
E12000002,North West,region,2021-01-27,3329,149,
E12000002,North West,region,2021-01-26,2997,136,
E12000002,North West,region,2021-01-25,2929,144,
E12000002,North West,region,2021-01-24,3337,138,
E12000002,North West,region,2021-01-23,4382,154,
E12000002,North West,region,2021-01-22,5007,148,
E12000002,North West,region,2021-01-21,4431,130,
E12000002,North West,region,2021-01-20,5280,154,
E12000002,North West,region,2021-01-19,4011,169,
E12000002,North West,region,2021-01-18,4666,144,
E12000002,North West,region,2021-01-17,4263,137,
E12000002,North West,region,2021-01-16,5083,128,
E12000002,North West,region,2021-01-15,6364,131,
E12000002,North West,region,2021-01-14,6560,131,
E12000002,North West,region,2021-01-13,5964,137,
E12000002,North West,region,2021-01-12,6453,101,
